id,indicator_id,zone,value,created_at
ae225625-686e-4c32-97d4-2000ef2c1bcd,236d2480-5f3d-455b-924b-21e359f55d9d,North East,8.30,2025-12-21 13:40:14.435527
ea57d47f-d066-4a89-a264-2a1e12bc8501,236d2480-5f3d-455b-924b-21e359f55d9d,North West,13.00,2025-12-21 13:40:14.437593
c033a1fb-4328-4b85-85a8-0b2ec9b7e15a,236d2480-5f3d-455b-924b-21e359f55d9d,South East,33.00,2025-12-21 13:40:14.43924
a4de5edd-f98e-4ab3-8f1e-bb7f7d26a666,236d2480-5f3d-455b-924b-21e359f55d9d,South South,44.20,2025-12-21 13:40:14.440777
f57eef90-e086-45f7-afc2-86fc1ca8bf27,236d2480-5f3d-455b-924b-21e359f55d9d,South West,33.90,2025-12-21 13:40:14.443242
30645bf6-65af-4975-a066-f82ed58b8bea,a4e17852-215f-4fea-9126-c814c3fe9746,North Central,30.10,2025-12-21 13:40:14.532943
36585710-9825-46f4-8964-787209a693a7,a4e17852-215f-4fea-9126-c814c3fe9746,North East,39.20,2025-12-21 13:40:14.534928
b36cad55-1106-486e-9cde-8f4ab0a3a1ed,a4e17852-215f-4fea-9126-c814c3fe9746,North West,53.00,2025-12-21 13:40:14.536961
8ef12cf3-bd06-48f6-9337-7fbad9496fa9,a4e17852-215f-4fea-9126-c814c3fe9746,South East,23.60,2025-12-21 13:40:14.538841
bd42db45-efec-4923-bf92-816b473ab428,a4e17852-215f-4fea-9126-c814c3fe9746,South South,27.10,2025-12-21 13:40:14.540696
57833901-ac27-4e0f-89bf-1fd3e3c3034a,a4e17852-215f-4fea-9126-c814c3fe9746,South West,28.30,2025-12-21 13:40:14.542627
