id,category_id,key,title,unit,national_value,color,context,analysis,is_trend,is_rate,is_tfr,display_order,created_at,updated_at
65a14431-66a1-4e0f-8779-c109fe5e7e0a,1cc7c5e1-caf0-471e-8bc8-a6addbd8d0f2,moderate_or_severe_insecurity,Moderate or Severe Food Insecurity,%,67.70,#ef4444,Percentage of population experiencing moderate or severe food insecurity,"Food insecurity is a major concern, particularly in the northern zones affected by conflict and climate factors.",f,f,f,1,2025-12-07 16:54:01.393343,2025-12-14 11:09:56.071841
1d1f78ff-3a4d-41b0-bd3b-1c66c6f3491d,1cc7c5e1-caf0-471e-8bc8-a6addbd8d0f2,severe_insecurity,Severe Food Insecurity,%,33.00,#ef4444,Percentage of population experiencing severe food insecurity,Severe food insecurity affects a significant portion of the population in the North East.,f,f,f,2,2025-12-07 16:54:01.393343,2025-12-14 11:09:56.072574
fa7b3543-b32f-4db8-8c3b-ec06367cd89f,f8c12e68-1fa9-4891-a050-effba81f0a5c,informal_schooling_attendance_of_interviewed_women,Informal schooling attendance of interviewed women: States,%,24.50,,,,f,f,f,0,2025-12-21 13:40:12.228282,2025-12-21 14:54:55.351855
96da8f53-83f0-4792-931a-ee729ec41bf3,5701bab7-fdc4-4e2c-8186-182f786a8f92,men_employment,Men Employed,%,97.60,#3b82f6,Percentage of currently married men age 15-49 who were employed,"Nationally, 97.6% of currently married men age 15-49 who were employed. There are significant regional disparities, generally with higher rates in the South compared to the North.",f,f,f,2,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
3c3993c3-5d29-4fbd-b911-52411a8075e7,5701bab7-fdc4-4e2c-8186-182f786a8f92,women_control_earnings,Women Control Over Earnings,%,71.00,#a855f7,Percentage of employed women who decide alone how their earnings are used,"Nationally, 71% of employed women who decide alone how their earnings are used. There are significant regional disparities, generally with higher rates in the South compared to the North.",f,f,f,3,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
d08ce36f-523b-42c6-8b20-ed9695e90137,5701bab7-fdc4-4e2c-8186-182f786a8f92,women_mobile_phone,Women Own Mobile Phone,%,62.00,#ec4899,Percentage of women age 15-49 who own a mobile phone,"Nationally, 62% of women age 15-49 who own a mobile phone. There are significant regional disparities, generally with higher rates in the South compared to the North.",f,f,f,4,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
b29a2325-fa93-469a-9dd6-cd5e006d80c5,5701bab7-fdc4-4e2c-8186-182f786a8f92,men_mobile_phone,Men Own Mobile Phone,%,83.00,#3b82f6,Percentage of men aage 15-49 who own a mobile phone,"Nationally, 83% of men aage 15-49 who own a mobile phone. There are significant regional disparities, generally with higher rates in the South compared to the North.",f,f,f,5,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
64193a9a-fb13-4f1a-9eac-6869bfd56797,5701bab7-fdc4-4e2c-8186-182f786a8f92,women_financial_inclusion,Women Financial Inclusion,%,37.00,#10b981,Percentage of women who use bank accounts or mobile money,"Nationally, 37% of women who use bank accounts or mobile money. There are significant regional disparities, generally with higher rates in the South compared to the North.",f,f,f,6,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
1f9c8c74-52be-42af-9812-5bb9147eeb8f,54c2ae4a-0b9e-41f8-9751-7d52e77fce3b,women_no_education,Women with No Education,%,34.30,#f59e0b,Percentage of women age 15-49 with no formal education,"Educational attainment shows a strong north-south divide, with higher rates of no education in the North.",f,f,f,1,2025-12-07 16:54:01.393343,2025-12-14 11:09:55.923346
a861ddc0-ca6c-48a2-9e7c-a4eb3079b03f,54c2ae4a-0b9e-41f8-9751-7d52e77fce3b,women_secondary_plus,Women with Secondary+ Education,%,38.80,#f59e0b,Percentage of women who completed at least secondary education,Secondary education completion is significantly higher in the southern zones.,f,f,f,2,2025-12-07 16:54:01.393343,2025-12-14 11:09:55.925481
c01f6f5a-b4e2-4353-979c-8c6011acdf01,54c2ae4a-0b9e-41f8-9751-7d52e77fce3b,primary_attendance,Primary School Net Attendance,%,48.60,#f59e0b,Net attendance ratio for primary school age children,"Primary school attendance varies, with lower rates observed in the North East and North West.",f,f,f,3,2025-12-07 16:54:01.393343,2025-12-14 11:09:55.926091
920ddc88-7081-47e0-a880-a3623f5cc83d,f8c12e68-1fa9-4891-a050-effba81f0a5c,literacy_of_interviewed_women_national,Literacy of interviewed women,%,15.50,,,,f,f,f,0,2025-12-21 13:40:12.305919,2025-12-21 14:54:55.353217
d61cac76-1972-4c8c-92f1-a9243464afab,83bd9db4-8778-4004-a0df-a15926d7af29,wealth_quintiles,Wealth quintiles,%,14.90,,,,f,f,f,0,2025-12-21 13:40:11.913594,2025-12-21 14:54:55.328844
9259a34d-6c95-4a00-914a-bf7e81124f9a,83bd9db4-8778-4004-a0df-a15926d7af29,background_characteristics_of_respondents_national,Respondent Distribution,%,16.70,,,,f,f,f,0,2025-12-21 13:40:11.808708,2025-12-21 14:54:55.330184
38ec91ae-b85a-4232-be9e-f4be84c4032f,6fe87074-4fea-4b7f-96df-673d84ded76e,exposure_to_mass_media,Exposure to mass media,%,8.70,,,,f,f,f,0,2025-12-21 13:40:12.417866,2025-12-21 14:54:55.331654
9f3575c2-3a14-4724-b50a-466ca55f5a55,fdde1bf6-a643-4a0c-997b-39763b53b972,mobile_phone_ownership_and_internet_usage,Mobile phone ownership and internet usage,%,67.00,,,,f,f,f,0,2025-12-21 13:40:12.437156,2025-12-21 14:54:55.338877
db5720ce-f769-4a68-82c8-9211d0797bf6,fdde1bf6-a643-4a0c-997b-39763b53b972,household_possession_of_mosquito_nets_national,Household possession of mosquito nets,%,54.40,,,,f,f,f,0,2025-12-21 13:40:12.50347,2025-12-21 14:54:55.340459
65db48b1-e64d-4ba8-a040-15f0eb525905,fdde1bf6-a643-4a0c-997b-39763b53b972,source_of_mosquito_nets_national,Source of mosquito nets,%,79.30,,,,f,f,f,0,2025-12-21 13:40:12.609254,2025-12-21 14:54:55.34174
045d35bb-0f45-419d-9ad3-713b4636c980,f8c12e68-1fa9-4891-a050-effba81f0a5c,formal_educational_attainment_of_interviewed_women,Formal educational attainment of interviewed women: States,%,27.30,,,,f,f,f,0,2025-12-21 13:40:12.122077,2025-12-21 14:54:55.350427
0d403122-4984-4d16-b452-e36340f6d773,a4d8aa4f-774f-469a-b149-5d58f19834d7,improved_sanitation,Improved Sanitation Facility,%,64.90,#a855f7,Percentage of population using an improved sanitation facility,"At the national level, 64.9% of the population has using an improved sanitation facility. Access levels are generally better in urban areas and Southern zones compared to rural areas and Northern zones.",f,f,f,5,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
ea6ea41a-2612-4a1c-b00c-db89c0f6dfc5,a4d8aa4f-774f-469a-b149-5d58f19834d7,open_defecation,Open Defecation,%,19.90,#ef4444,Percentage of population practicing open defecation,"At the national level, 19.9% of the population has practicing open defecation. Access levels are generally better in urban areas and Southern zones compared to rural areas and Northern zones.",f,f,f,6,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
a7ae8368-2dd9-4bee-a7e4-a471d758665c,fdde1bf6-a643-4a0c-997b-39763b53b972,use_of_mosquito_nets_by_pregnant_women_national,Use of mosquito nets by pregnant women,%,38.80,,,,f,f,f,0,2025-12-21 13:40:13.172787,2025-12-21 14:54:55.348117
973c8367-02ed-4b9b-9a84-7534e9f9ee72,fdde1bf6-a643-4a0c-997b-39763b53b972,main_reason_mosquito_net_was_not_used_the_night_be,Main reason mosquito net was not used the night before the survey: States,%,31.30,,,,f,f,f,0,2025-12-21 13:40:13.237116,2025-12-21 14:54:55.34926
36c12405-9131-47bd-9d49-ea61cef28335,447e164e-5daa-4415-afdf-212aad374cb5,haemoglobin_8_0_g_dl_in,Haemoglobin <8.0 g/dl in,%,,,,,f,f,f,0,2025-12-21 13:40:13.947025,2025-12-21 13:40:13.947025
39a92562-5848-45f4-84b8-ce2c06eb5e5a,f8c12e68-1fa9-4891-a050-effba81f0a5c,antenatal_care_national,Antenatal care,%,36.50,,,,f,f,f,0,2025-12-21 13:40:13.339258,2025-12-21 14:54:55.35439
a7845fbf-ad12-41bf-8348-5f94f0e5b750,f8c12e68-1fa9-4891-a050-effba81f0a5c,number_of_antenatal_care_visits_and_timing_of_firs,Number of antenatal care visits and timing of first visit: States,%,18.20,,,,f,f,f,0,2025-12-21 13:40:13.43965,2025-12-21 14:54:55.355568
0a0b7e2e-8e70-4267-9a63-caf79e7db88a,f8c12e68-1fa9-4891-a050-effba81f0a5c,use_of_intermittent_preventive_treatment_iptp_by_w,Use of intermittent preventive treatment (IPTp) by women during pregnancy: States,%,53.00,,,,f,f,f,0,2025-12-21 13:40:13.555244,2025-12-21 14:54:55.356783
bcff88d6-6589-4515-8dad-447cf509dad8,2311bffe-af64-40c0-8018-ac47692ee044,malaria_species_national,Malaria Species Distribution,%,89.20,,,,f,f,f,0,2025-12-21 13:40:14.139176,2025-12-21 14:54:55.308198
5c057225-5e54-4dfe-a99c-1e9e13de5de8,2311bffe-af64-40c0-8018-ac47692ee044,type_of_antimalarial_drugs_used,Type of antimalarial drugs used,%,73.30,,,,f,f,f,0,2025-12-21 13:40:13.798074,2025-12-21 14:54:55.312658
f7f63ce1-ca87-4fe1-a801-1367d12af4e3,2311bffe-af64-40c0-8018-ac47692ee044,referral_to_higher_level_of_care,Referral to higher level of care,%,13.50,,,,f,f,f,0,2025-12-21 13:40:13.78367,2025-12-21 14:54:55.314573
e343ceed-c384-4062-94f6-cea12e37d504,447e164e-5daa-4415-afdf-212aad374cb5,children_with_fever_and_care_seeking_prompt_treatm,"Children with fever and care seeking, prompt treatment, and diagnosis: States",%,33.60,,,,f,f,f,0,2025-12-21 13:40:13.691688,2025-12-21 14:54:55.318867
da50c105-d27e-4c72-88b1-c0906baa9d22,447e164e-5daa-4415-afdf-212aad374cb5,act_use_and_fever,ACT use and fever,%,89.20,,,,f,f,f,0,2025-12-21 13:40:13.81345,2025-12-21 14:54:55.320921
c54eeab1-59db-4710-a7d1-7db580ff8aff,447e164e-5daa-4415-afdf-212aad374cb5,coverage_of_testing_for_anaemia_and_malaria_in_chi,Coverage of testing for anaemia and malaria in children:,%,96.50,,,,f,f,f,0,2025-12-21 13:40:13.828965,2025-12-21 14:54:55.32265
2ef96dcd-267f-4861-bd85-18b2b5a8ba3a,447e164e-5daa-4415-afdf-212aad374cb5,haemoglobin_8_0_g_dl_in_children_national,Haemoglobin <8.0 g/dl in children: National,%,6.60,,,,f,f,f,0,2025-12-21 13:40:13.931259,2025-12-21 14:54:55.32427
482284cf-5254-4210-850d-0b2287fa991a,6fe87074-4fea-4b7f-96df-673d84ded76e,media_exposure_to_malaria_messages_national,Media exposure to malaria messages,%,48.00,,,,f,f,f,0,2025-12-21 13:40:14.23297,2025-12-21 14:54:55.33305
7e985c5b-0dca-4b96-b0e8-63c40a73b8a5,6fe87074-4fea-4b7f-96df-673d84ded76e,knowledge_of_ways_to_avoid_malaria_national,Knowledge of ways to avoid malaria,%,81.30,,,,f,f,f,0,2025-12-21 13:40:14.333772,2025-12-21 14:54:55.334556
236d2480-5f3d-455b-924b-21e359f55d9d,6fe87074-4fea-4b7f-96df-673d84ded76e,malaria_susceptibility_severity_and_self_efficacy_,Malaria Susceptibility & Self-Efficacy,%,26.80,,,,f,f,f,0,2025-12-21 13:40:14.431194,2025-12-21 14:54:55.335848
a4e17852-215f-4fea-9126-c814c3fe9746,6fe87074-4fea-4b7f-96df-673d84ded76e,attitudes_towards_malaria_related_behaviours_and_m,Attitudes towards Malaria,%,33.60,,,,f,f,f,0,2025-12-21 13:40:14.530603,2025-12-21 14:54:55.337508
43886790-ae58-4382-81d4-f9bb39cdbc06,fdde1bf6-a643-4a0c-997b-39763b53b972,access_to_an_insecticide_treated_net,Access to an insecticide-treated net (ITN),%,39.10,,,,f,f,f,0,2025-12-21 13:40:12.752207,2025-12-21 14:54:55.342947
715fe054-75e0-4d3e-9c61-83520f903c4a,fdde1bf6-a643-4a0c-997b-39763b53b972,use_of_mosquito_nets_by_persons_in_the_household_n,Use of mosquito nets by persons in the household,%,32.20,,,,f,f,f,0,2025-12-21 13:40:12.856002,2025-12-21 14:54:55.344254
4a627ccd-cbf1-4957-a97d-bc61540cb8da,fdde1bf6-a643-4a0c-997b-39763b53b972,use_of_existing_itns_national,Use of existing ITNs,%,68.20,,,,f,f,f,0,2025-12-21 13:40:12.962475,2025-12-21 14:54:55.345459
7e079216-8d07-43d2-bc04-ee11d395e116,fdde1bf6-a643-4a0c-997b-39763b53b972,use_of_mosquito_nets_by_children_national,Use of mosquito nets by children,%,36.30,,,,f,f,f,0,2025-12-21 13:40:13.070708,2025-12-21 14:54:55.346907
03434f4b-884e-408d-b4cd-7636e9937ce9,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_preprimary_region,Pre-Primary School NAR by Region,%,,,,,t,f,f,0,2025-12-20 13:12:47.6407,2025-12-20 13:12:47.6407
8d948afd-a06f-4d77-a63c-1129bbea03e8,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_preprimary_state,Pre-Primary School NAR by State (Focus States),%,,,,,t,f,f,0,2025-12-20 13:12:47.6407,2025-12-20 13:12:47.6407
dc9090f4-e285-4a66-b732-61cd310c505a,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_primary_under_age,Primary School Under-Age Learners by Class,%,,,,,t,f,f,0,2025-12-20 13:13:46.807273,2025-12-20 13:13:46.807273
4ab113d0-46d1-4e01-8182-2c6d0aeff70f,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_primary_on_time,Primary School On-Time Learners by Class,%,,,,,t,f,f,0,2025-12-20 13:13:46.807273,2025-12-20 13:13:46.807273
dea2e44a-17b0-4de4-afe1-ab3df4d1f439,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_primary_over_age,Primary School Over-Age Learners by Class,%,,,,,t,f,f,0,2025-12-20 13:13:46.807273,2025-12-20 13:13:46.807273
7eb2c78c-75d8-4bc3-b482-7a20b39f8d18,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_jss_under_age,JSS Under-Age Learners by Class,%,,,,,t,f,f,0,2025-12-20 13:13:46.807273,2025-12-20 13:13:46.807273
837658e7-ca3b-4dc9-bd5f-27620cacc0fb,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_jss_on_time,JSS On-Time Learners by Class,%,,,,,t,f,f,0,2025-12-20 13:13:46.807273,2025-12-20 13:13:46.807273
0ad8d41d-ac55-4ab1-8cc3-d340cb13af9d,8c00be64-a4ea-43a7-9ebc-d206515ce757,population_age_dist,Population by Age Group,percent,0.00,,,,t,f,f,1,2025-12-20 07:38:03.476477,2025-12-20 08:04:24.996815
ac1f7513-4675-4034-bfb5-7e4daf865323,8c00be64-a4ea-43a7-9ebc-d206515ce757,population_sex_dist,Population by Sex,percent,0.00,,,,t,f,f,2,2025-12-20 07:45:33.304215,2025-12-20 08:04:24.996815
5b2c54e0-6218-4c3c-89d8-72b180aebc1b,631b38e3-d5c5-4107-9baf-fb7ed7e42415,edu_level_dist,Level of Education,percent,0.00,,,,t,f,f,2,2025-12-20 07:38:03.476477,2025-12-20 08:04:24.996815
804572fc-0044-42a7-a1ec-ebb736c51ae3,631b38e3-d5c5-4107-9baf-fb7ed7e42415,literacy_status_dist,Literacy Status,percent,0.00,,,,t,f,f,3,2025-12-20 07:38:03.476477,2025-12-20 08:04:24.996815
c66e5bfc-e8ed-416c-92b8-893aeb6dc0b3,4d060da2-3bfc-43db-8c86-038c31e60447,hh_headship,Household Headship,percent,0.00,,,,t,f,f,2,2025-12-20 08:34:30.694858,2025-12-20 08:35:30.6765
e80a6b06-5863-4ddb-8e49-3aa37a196fa4,4d060da2-3bfc-43db-8c86-038c31e60447,hh_access_utils,Access to Utilities,percent,0.00,,,,t,f,f,3,2025-12-20 08:34:30.694858,2025-12-20 08:35:30.6765
0d0d75c9-b70a-440e-9435-cde7ef8cddbc,292e84d6-81df-4fe7-80b8-7cb0b6c45120,itn_coverage,ITN Coverage Indicators,percent,0.00,,,,t,f,f,1,2025-12-20 08:41:33.458504,2025-12-20 08:41:33.458504
5d63e81b-0177-4680-aeb2-292cf65d1d08,292e84d6-81df-4fe7-80b8-7cb0b6c45120,iptp_uptake,IPTp Uptake (Pregnant Women),percent,0.00,,,,t,f,f,2,2025-12-20 09:12:15.981549,2025-12-20 09:12:15.981549
6323d140-49b2-4936-a08d-00644ff83166,11153849-8dca-483d-8554-c856929ecd1b,fever_care,Fever Care & Treatment,percent,0.00,,,,t,f,f,1,2025-12-20 09:12:15.981549,2025-12-20 09:12:15.981549
bc8284ef-09ce-465f-8429-c5c5f24e1325,96bbab20-ba01-4c02-8bac-384f77f5af67,malaria_prevalence,Child Disease Prevalence,percent,0.00,,,,t,f,f,1,2025-12-20 09:12:15.981549,2025-12-20 09:12:15.981549
c2c02584-ff9e-4a9b-8f5b-1743092ea074,c292fcc8-df83-4ee7-b26d-9ab53931d749,neds_hh_age,Household Heads by Age,%,,,,,t,f,f,0,2025-12-20 12:30:55.560182,2025-12-20 12:30:55.560182
af75cd61-60e9-46a4-9f3b-b874013e4f62,c292fcc8-df83-4ee7-b26d-9ab53931d749,neds_hh_sex,Household Heads by Sex,%,,,,,t,f,f,0,2025-12-20 12:30:55.560182,2025-12-20 12:30:55.560182
1648d022-dbca-472d-bdc5-c7f4bb8690b7,c292fcc8-df83-4ee7-b26d-9ab53931d749,neds_hh_residence,Household Heads by Residence,%,,,,,t,f,f,0,2025-12-20 12:30:55.560182,2025-12-20 12:30:55.560182
bd8515f3-5a47-4280-b792-9cefeea28cbb,c292fcc8-df83-4ee7-b26d-9ab53931d749,neds_hh_region,Household Heads by Region,%,,,,,t,f,f,0,2025-12-20 12:30:55.560182,2025-12-20 12:30:55.560182
878cd16b-6e87-436b-b036-1289351bbdeb,c292fcc8-df83-4ee7-b26d-9ab53931d749,neds_hh_state,Household Heads by State (Focus States),%,,,,,t,f,f,0,2025-12-20 12:30:55.560182,2025-12-20 12:30:55.560182
8d48fbdb-30bf-4347-91f3-2ff710d449c9,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_primary_sex,Primary School NAR by Sex,%,,,,,t,f,f,0,2025-12-20 13:09:18.004033,2025-12-20 13:09:18.004033
afcb6274-ed98-4e2c-b243-ee93ba0c2ecf,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_primary_residence,Primary School NAR by Residence,%,,,,,t,f,f,0,2025-12-20 13:09:18.004033,2025-12-20 13:09:18.004033
c66105d9-4605-49d1-90ef-ba34c88c2b5a,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_primary_wealth,Primary School NAR by Economic Quintile,%,,,,,t,f,f,0,2025-12-20 13:09:18.004033,2025-12-20 13:09:18.004033
29bdd20a-92c2-44c4-b306-703abb333afa,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_primary_region,Primary School NAR by Region,%,,,,,t,f,f,0,2025-12-20 13:09:18.004033,2025-12-20 13:09:18.004033
2dead382-1cc0-4bac-8d6b-abb92a87f0ef,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_primary_state,Primary School NAR by State (Focus States),%,,,,,t,f,f,0,2025-12-20 13:09:18.004033,2025-12-20 13:09:18.004033
6ac17bf4-e430-42d6-a00d-eb2ad9458ed9,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_preprimary_residence,Pre-Primary School NAR by Residence,%,,,,,t,f,f,0,2025-12-20 13:12:47.6407,2025-12-20 13:12:47.6407
bc26edaf-c9d6-41b9-91f2-3d49fbb3160f,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_nar_preprimary_wealth,Pre-Primary School NAR by Economic Quintile,%,,,,,t,f,f,0,2025-12-20 13:12:47.6407,2025-12-20 13:12:47.6407
3499ff8c-92bb-4edd-8f4b-3b0344b3d6bf,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_jss_over_age,JSS Over-Age Learners by Class,%,,,,,t,f,f,0,2025-12-20 13:13:46.807273,2025-12-20 13:13:46.807273
5a6a5628-0ac7-4c3a-b979-5eeaf394ea22,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_numeracy_age,Numeracy Rate by Age Group,%,,,,,t,f,f,0,2025-12-20 13:34:19.439451,2025-12-20 13:34:19.439451
0b0f435e-6055-4f4b-b336-4160366308bc,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_numeracy_residence,Numeracy Rate by Residence,%,,,,,t,f,f,0,2025-12-20 13:34:19.439451,2025-12-20 13:34:19.439451
9e1b16fa-3189-4656-99a6-464f0540b223,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_numeracy_education_level,Numeracy Rate by Education Level,%,,,,,t,f,f,0,2025-12-20 13:34:19.439451,2025-12-20 13:34:19.439451
413e119b-c77c-4700-8fe3-81ce55ab86cc,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_numeracy_wealth,Numeracy Rate by Economic Quintile,%,,,,,t,f,f,0,2025-12-20 13:34:19.439451,2025-12-20 13:34:19.439451
c68db925-5f9a-4248-b825-34cd8bf03c4a,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_numeracy_region,Numeracy Rate by Region,%,,,,,t,f,f,0,2025-12-20 13:34:19.439451,2025-12-20 13:34:19.439451
de7998f0-3289-4e38-9def-9da7fd8b285b,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_numeracy_state,Numeracy Rate by State (Focus States),%,,,,,t,f,f,0,2025-12-20 13:34:19.439451,2025-12-20 13:34:19.439451
5f4584ee-9aa6-42fb-8ba9-373884b917bf,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_literacy_age,Literacy Rate by Age Group (Children 4-16),%,,,,,t,f,f,0,2025-12-20 13:35:09.349237,2025-12-20 13:35:09.349237
272409b8-b6d7-4484-94fc-a1069c410f21,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_literacy_residence,Literacy Rate by Residence,%,,,,,t,f,f,0,2025-12-20 13:35:09.349237,2025-12-20 13:35:09.349237
144feb0e-2564-4494-b532-b6f88a06d77c,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_literacy_education_level,Literacy Rate by Education Level,%,,,,,t,f,f,0,2025-12-20 13:35:09.349237,2025-12-20 13:35:09.349237
499392fd-1d80-4b05-ab2d-b42952c66aff,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_literacy_wealth,Literacy Rate by Economic Quintile,%,,,,,t,f,f,0,2025-12-20 13:35:09.349237,2025-12-20 13:35:09.349237
4dc3fee2-a54b-4230-bb2c-6e4bf5723ed2,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_literacy_region,Literacy Rate by Region,%,,,,,t,f,f,0,2025-12-20 13:35:09.349237,2025-12-20 13:35:09.349237
4b76d9a1-3464-4616-ac97-f683ac73e808,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_literacy_state,Literacy Rate by State (Focus States),%,,,,,t,f,f,0,2025-12-20 13:35:09.349237,2025-12-20 13:35:09.349237
3efc507b-9738-4abb-9883-9da8f722018a,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_literacy_govt_class,Literacy Rate by Class (Government Schools),%,,,,,t,f,f,0,2025-12-20 13:37:16.381415,2025-12-20 13:37:16.381415
1de1db82-4419-4458-a20b-dc843717cf8b,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_comprehension_age,Comprehension Rate by Age Group (Literate Children),%,,,,,t,f,f,0,2025-12-20 13:38:18.416612,2025-12-20 13:38:18.416612
3dd07ddf-9ab8-47ab-a047-03da404ebcbc,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_comprehension_residence,Comprehension Rate by Residence (Literate Children),%,,,,,t,f,f,0,2025-12-20 13:38:18.416612,2025-12-20 13:38:18.416612
8430a0b9-3798-4217-a9c9-03639abe061d,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_comprehension_education_level,Comprehension Rate by Education Level (Literate Children),%,,,,,t,f,f,0,2025-12-20 13:38:18.416612,2025-12-20 13:38:18.416612
212458c1-1f0c-4398-aaed-71de0cb1ede6,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_comprehension_wealth,Comprehension Rate by Economic Quintile (Literate Children),%,,,,,t,f,f,0,2025-12-20 13:38:18.416612,2025-12-20 13:38:18.416612
8ff91322-28d9-4b8c-aab3-bebb3ee31fa3,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_comprehension_region,Comprehension Rate by Region (Literate Children),%,,,,,t,f,f,0,2025-12-20 13:38:18.416612,2025-12-20 13:38:18.416612
578befaf-b554-4ce5-a6f2-090c0f17d14b,14a2c7f5-465e-4cee-bdbf-afeaa1bca4b6,neds_comprehension_state,"Comprehension Rate by State (Focus States, Literate Children)",%,,,,,t,f,f,0,2025-12-20 13:38:18.416612,2025-12-20 13:38:18.416612
beaa71db-bfb5-480b-acfd-7f446cbb4753,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_primary_nar_state,Primary School Net Attendance Rate (NAR) by State,%,,,,,t,f,f,0,2025-12-20 14:43:24.468252,2025-12-20 14:43:24.468252
858a303c-8e89-4ad2-b8f3-4d0c5df8a57f,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_primary_nar_residence,Primary School Net Attendance Rate (NAR) by Residence,%,,,,,t,f,f,0,2025-12-20 14:43:24.468252,2025-12-20 14:43:24.468252
0a131ae0-9aef-49bd-94a7-03f9d12ff5f7,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_primary_nar_wealth,Primary School Net Attendance Rate (NAR) by Economic Quintile,%,,,,,t,f,f,0,2025-12-20 14:43:24.468252,2025-12-20 14:43:24.468252
226ab28e-83e9-42da-aab5-92e4e1e79f61,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_out_of_school_state,Out-of-School Children (Age 6-15) by State,%,,,,,t,f,f,0,2025-12-20 14:45:10.194465,2025-12-20 14:45:10.194465
00074283-0dab-4f5b-ad6f-b7daf08d2aca,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_non_formal_school_state,Non-Formal School Attendance (Age 6-15) by State,%,,,,,t,f,f,0,2025-12-20 14:45:10.194465,2025-12-20 14:45:10.194465
fae5e6fd-2fb1-446f-94a1-c87547a24ee5,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_primary_gar_state,Primary School Gross Attendance Rate (GAR) by State,%,,,,,t,f,f,0,2025-12-20 14:50:09.568962,2025-12-20 14:50:09.568962
bd367873-78f9-42b6-ac54-78ae2515b0a9,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_jss_gar_state,Junior Secondary School (JSS) Gross Attendance Rate (GAR) by State,%,,,,,t,f,f,0,2025-12-20 14:50:09.568962,2025-12-20 14:50:09.568962
db23104e-020d-4b63-b3f6-7e41cc1bf3ea,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_primary_gpi_state,Primary School Gender Parity Index (GPI) by State,ratio,,,,,t,f,f,0,2025-12-20 14:50:09.568962,2025-12-20 14:50:09.568962
cdd3743b-e272-4b9e-add1-e0781ca90322,d0a2afff-dd61-42c7-8b7a-88420faa345a,neds_jss_gpi_state,Junior Secondary School (JSS) Gender Parity Index (GPI) by State,ratio,,,,,t,f,f,0,2025-12-20 14:50:09.568962,2025-12-20 14:50:09.568962
